customer_id,first_name,last_name,email,city,state,signup_date,customer_segment
20021,CustFN_20,CustLN_20,customer20@example.com,Kolkata,Karnataka,2021-03-23,Low
20022,CustFN_21,CustLN_21,customer21@example.com,Chennai,Tamil Nadu,2020-03-03,Low
20023,CustFN_22,CustLN_22,customer22@example.com,Bengaluru,Maharashtra,2020-02-18,Low
20024,CustFN_23,CustLN_23,customer23@example.com,Pune,Telangana,2021-02-22,Low
20025,CustFN_24,CustLN_24,customer24@example.com,Hyderabad,Telangana,2022-03-06,Medium
20026,CustFN_25,CustLN_25,customer25@example.com,Bengaluru,Maharashtra,2022-04-14,Medium
20027,CustFN_26,CustLN_26,customer26@example.com,Bengaluru,Delhi,2022-01-11,Low
20028,CustFN_27,CustLN_27,customer27@example.com,Mumbai,West Bengal,2021-09-06,High
20029,CustFN_28,CustLN_28,customer28@example.com,Bengaluru,Telangana,2021-01-13,Medium
20030,CustFN_29,CustLN_29,customer29@example.com,Mumbai,Karnataka,2021-08-24,Low
20031,CustFN_30,CustLN_30,customer30@example.com,Hyderabad,West Bengal,2020-07-27,Low
20032,CustFN_31,CustLN_31,customer31@example.com,Kolkata,Telangana,2020-06-21,High
20033,CustFN_32,CustLN_32,customer32@example.com,Chennai,Delhi,2021-03-25,Medium
20034,CustFN_33,CustLN_33,customer33@example.com,Chennai,Karnataka,2024-02-02,Medium
20035,CustFN_34,CustLN_34,customer34@example.com,Hyderabad,West Bengal,2021-05-04,Medium
20036,CustFN_35,CustLN_35,customer35@example.com,Hyderabad,Karnataka,2023-11-05,Low
20037,CustFN_36,CustLN_36,customer36@example.com,Delhi,Maharashtra,2021-08-11,Low
20038,CustFN_37,CustLN_37,customer37@example.com,Kolkata,Tamil Nadu,2021-10-20,Low
20039,CustFN_38,CustLN_38,customer38@example.com,Hyderabad,Maharashtra,2023-04-10,High
20040,CustFN_39,CustLN_39,customer39@example.com,Bengaluru,West Bengal,2020-05-20,Medium
20041,CustFN_40,CustLN_40,customer40@example.com,Chennai,Tamil Nadu,2020-09-30,Low
20042,CustFN_41,CustLN_41,customer41@example.com,Pune,Maharashtra,2023-12-31,Medium
20043,CustFN_42,CustLN_42,customer42@example.com,Chennai,Tamil Nadu,2022-01-28,Medium
20044,CustFN_43,CustLN_43,customer43@example.com,Mumbai,Telangana,2020-03-07,Low
20045,CustFN_44,CustLN_44,customer44@example.com,Chennai,Karnataka,2020-03-12,Low
20046,CustFN_45,CustLN_45,customer45@example.com,Delhi,Tamil Nadu,2023-09-22,Medium
20047,CustFN_46,CustLN_46,customer46@example.com,Kolkata,Telangana,2023-08-03,Medium
20048,CustFN_47,CustLN_47,customer47@example.com,Hyderabad,Delhi,2021-11-18,High
20049,CustFN_48,CustLN_48,customer48@example.com,Kolkata,Maharashtra,2020-09-01,Low
20050,CustFN_49,CustLN_49,customer49@example.com,Hyderabad,Delhi,2023-05-30,Low
20051,CustFN_50,CustLN_50,customer50@example.com,Chennai,West Bengal,2021-05-01,High
20052,CustFN_51,CustLN_51,customer51@example.com,Pune,Telangana,2021-09-20,Medium
20053,CustFN_52,CustLN_52,customer52@example.com,Pune,Delhi,2022-10-20,Low
20054,CustFN_53,CustLN_53,customer53@example.com,Delhi,Delhi,2021-06-14,High
20055,CustFN_54,CustLN_54,customer54@example.com,Mumbai,Telangana,2022-08-01,Low
20056,CustFN_55,CustLN_55,customer55@example.com,Chennai,Karnataka,2023-08-20,Low
20057,CustFN_56,CustLN_56,customer56@example.com,Hyderabad,Tamil Nadu,2023-04-11,Low
20058,CustFN_57,CustLN_57,customer57@example.com,Chennai,West Bengal,2021-07-26,Low
20059,CustFN_58,CustLN_58,customer58@example.com,Delhi,West Bengal,2021-03-07,Medium
20060,CustFN_59,CustLN_59,customer59@example.com,Bengaluru,Maharashtra,2021-03-04,High
20061,CustFN_60,CustLN_60,customer60@example.com,Bengaluru,Tamil Nadu,2021-06-06,Low
20062,CustFN_61,CustLN_61,customer61@example.com,Delhi,Maharashtra,2022-01-10,Medium
20063,CustFN_62,CustLN_62,customer62@example.com,Hyderabad,West Bengal,2021-09-16,Medium
20064,CustFN_63,CustLN_63,customer63@example.com,Kolkata,Tamil Nadu,2020-07-18,Medium
20065,CustFN_64,CustLN_64,customer64@example.com,Delhi,Delhi,2020-09-02,Medium
20066,CustFN_65,CustLN_65,customer65@example.com,Hyderabad,Karnataka,2021-05-29,Medium
20067,CustFN_66,CustLN_66,customer66@example.com,Pune,Delhi,2022-04-23,Low
20068,CustFN_67,CustLN_67,customer67@example.com,Delhi,Karnataka,2022-06-07,Medium
20069,CustFN_68,CustLN_68,customer68@example.com,Hyderabad,Telangana,2021-12-30,Medium
20070,CustFN_69,CustLN_69,customer69@example.com,Delhi,Maharashtra,2023-01-13,Medium
20071,CustFN_70,CustLN_70,customer70@example.com,Delhi,Maharashtra,2023-01-10,High
20072,CustFN_71,CustLN_71,customer71@example.com,Kolkata,Telangana,2021-10-03,Low
20073,CustFN_72,CustLN_72,customer72@example.com,Kolkata,Tamil Nadu,2020-07-05,Medium
20074,CustFN_73,CustLN_73,customer73@example.com,Hyderabad,Telangana,2022-03-06,High
20075,CustFN_74,CustLN_74,customer74@example.com,Hyderabad,West Bengal,2021-07-26,Medium
20076,CustFN_75,CustLN_75,customer75@example.com,Mumbai,Telangana,2020-07-25,Low
20077,CustFN_76,CustLN_76,customer76@example.com,Delhi,Karnataka,2024-01-12,Medium
20078,CustFN_77,CustLN_77,customer77@example.com,Bengaluru,West Bengal,2021-07-08,Medium
20079,CustFN_78,CustLN_78,customer78@example.com,Delhi,Telangana,2022-07-27,Medium
20080,CustFN_79,CustLN_79,customer79@example.com,Delhi,Maharashtra,2022-01-05,Medium
20081,CustFN_80,CustLN_80,customer80@example.com,Hyderabad,Delhi,2020-08-02,High
20082,CustFN_81,CustLN_81,customer81@example.com,Delhi,Karnataka,2020-03-24,Low
20083,CustFN_82,CustLN_82,customer82@example.com,Chennai,Karnataka,2022-07-27,Medium
20084,CustFN_83,CustLN_83,customer83@example.com,Delhi,Tamil Nadu,2021-01-05,Low
20085,CustFN_84,CustLN_84,customer84@example.com,Chennai,Delhi,2020-12-31,Medium
20086,CustFN_85,CustLN_85,customer85@example.com,Kolkata,Karnataka,2023-12-06,Medium
20087,CustFN_86,CustLN_86,customer86@example.com,Bengaluru,Telangana,2021-11-23,Low
20088,CustFN_87,CustLN_87,customer87@example.com,Hyderabad,Karnataka,2020-02-14,Medium
20089,CustFN_88,CustLN_88,customer88@example.com,Delhi,Karnataka,2021-05-24,Low
20090,CustFN_89,CustLN_89,customer89@example.com,Chennai,Karnataka,2022-05-26,Low
20091,CustFN_90,CustLN_90,customer90@example.com,Chennai,Tamil Nadu,2021-05-07,Low
20092,CustFN_91,CustLN_91,customer91@example.com,Kolkata,Karnataka,2020-02-10,High
20093,CustFN_92,CustLN_92,customer92@example.com,Chennai,Karnataka,2021-10-28,High
20094,CustFN_93,CustLN_93,customer93@example.com,Pune,Tamil Nadu,2020-06-07,Medium
20095,CustFN_94,CustLN_94,customer94@example.com,Mumbai,West Bengal,2022-07-17,Medium
20096,CustFN_95,CustLN_95,customer95@example.com,Bengaluru,Delhi,2022-07-18,Medium
20097,CustFN_96,CustLN_96,customer96@example.com,Kolkata,West Bengal,2020-02-26,High
20098,CustFN_97,CustLN_97,customer97@example.com,Kolkata,Maharashtra,2021-03-11,Medium
20099,CustFN_98,CustLN_98,customer98@example.com,Delhi,Tamil Nadu,2021-09-12,High
20100,CustFN_99,CustLN_99,customer99@example.com,Pune,Tamil Nadu,2022-04-05,Low
20101,CustFN_100,CustLN_100,customer100@example.com,Delhi,Karnataka,2021-03-20,Low
20102,CustFN_101,CustLN_101,customer101@example.com,Delhi,Karnataka,2021-03-07,High
20103,CustFN_102,CustLN_102,customer102@example.com,Hyderabad,Maharashtra,2024-01-14,Low
20104,CustFN_103,CustLN_103,customer103@example.com,Hyderabad,Karnataka,2020-03-03,Medium
20105,CustFN_104,CustLN_104,customer104@example.com,Hyderabad,Telangana,2024-01-23,Medium
20106,CustFN_105,CustLN_105,customer105@example.com,Pune,Karnataka,2020-03-12,Medium
20107,CustFN_106,CustLN_106,customer106@example.com,Delhi,Karnataka,2021-03-08,Low
20108,CustFN_107,CustLN_107,customer107@example.com,Mumbai,Telangana,2022-01-10,Medium
20109,CustFN_108,CustLN_108,customer108@example.com,Bengaluru,Maharashtra,2020-08-02,High
20110,CustFN_109,CustLN_109,customer109@example.com,Hyderabad,Telangana,2020-07-21,Low
20111,CustFN_110,CustLN_110,customer110@example.com,Hyderabad,Tamil Nadu,2021-01-19,Medium
20112,CustFN_111,CustLN_111,customer111@example.com,Kolkata,Telangana,2023-12-31,Low
20113,CustFN_112,CustLN_112,customer112@example.com,Delhi,Delhi,2021-07-24,Medium
20114,CustFN_113,CustLN_113,customer113@example.com,Delhi,Tamil Nadu,2022-04-28,Low
20115,CustFN_114,CustLN_114,customer114@example.com,Pune,Karnataka,2022-11-22,Low
20116,CustFN_115,CustLN_115,customer115@example.com,Pune,Tamil Nadu,2023-01-18,Low
20117,CustFN_116,CustLN_116,customer116@example.com,Hyderabad,Maharashtra,2022-10-29,Low
20118,CustFN_117,CustLN_117,customer117@example.com,Delhi,Maharashtra,2021-05-20,Low
20119,CustFN_118,CustLN_118,customer118@example.com,Mumbai,Telangana,2020-06-16,Medium
20120,CustFN_119,CustLN_119,customer119@example.com,Bengaluru,Tamil Nadu,2021-02-26,Low
20121,CustFN_120,CustLN_120,customer120@example.com,Delhi,Karnataka,2020-11-11,Low
20122,CustFN_121,CustLN_121,customer121@example.com,Kolkata,Maharashtra,2020-07-23,High
20123,CustFN_122,CustLN_122,customer122@example.com,Delhi,West Bengal,2020-02-06,Low
20124,CustFN_123,CustLN_123,customer123@example.com,Chennai,Karnataka,2023-11-04,Medium
20125,CustFN_124,CustLN_124,customer124@example.com,Pune,West Bengal,2023-10-13,High
20126,CustFN_125,CustLN_125,customer125@example.com,Kolkata,Delhi,2020-03-16,Medium
20127,CustFN_126,CustLN_126,customer126@example.com,Bengaluru,West Bengal,2020-09-16,Medium
20128,CustFN_127,CustLN_127,customer127@example.com,Hyderabad,Maharashtra,2020-07-28,Medium
20129,CustFN_128,CustLN_128,customer128@example.com,Kolkata,Telangana,2021-02-25,Medium
20130,CustFN_129,CustLN_129,customer129@example.com,Delhi,Delhi,2020-11-02,Medium
20131,CustFN_130,CustLN_130,customer130@example.com,Hyderabad,Tamil Nadu,2023-11-19,Medium
20132,CustFN_131,CustLN_131,customer131@example.com,Delhi,Karnataka,2020-05-06,Low
20133,CustFN_132,CustLN_132,customer132@example.com,Hyderabad,Maharashtra,2020-11-13,Medium
20134,CustFN_133,CustLN_133,customer133@example.com,Bengaluru,Delhi,2020-05-01,Medium
20135,CustFN_134,CustLN_134,customer134@example.com,Pune,Delhi,2024-01-10,Medium
20136,CustFN_135,CustLN_135,customer135@example.com,Bengaluru,Maharashtra,2023-10-09,High
20137,CustFN_136,CustLN_136,customer136@example.com,Chennai,Tamil Nadu,2022-12-10,Medium
20138,CustFN_137,CustLN_137,customer137@example.com,Mumbai,Tamil Nadu,2021-09-30,High
20139,CustFN_138,CustLN_138,customer138@example.com,Pune,Telangana,2020-10-12,Low
20140,CustFN_139,CustLN_139,customer139@example.com,Bengaluru,West Bengal,2020-11-28,Low
20141,CustFN_140,CustLN_140,customer140@example.com,Chennai,Tamil Nadu,2021-10-26,Medium
20142,CustFN_141,CustLN_141,customer141@example.com,Mumbai,Telangana,2023-02-26,Medium
20143,CustFN_142,CustLN_142,customer142@example.com,Chennai,West Bengal,2021-02-01,Low
20144,CustFN_143,CustLN_143,customer143@example.com,Delhi,Delhi,2021-04-11,High
20145,CustFN_144,CustLN_144,customer144@example.com,Delhi,Maharashtra,2022-06-18,Medium
20146,CustFN_145,CustLN_145,customer145@example.com,Hyderabad,Tamil Nadu,2020-12-22,Low
20147,CustFN_146,CustLN_146,customer146@example.com,Pune,Telangana,2022-05-26,Low
20148,CustFN_147,CustLN_147,customer147@example.com,Delhi,Delhi,2021-08-03,Medium
20149,CustFN_148,CustLN_148,customer148@example.com,Kolkata,Tamil Nadu,2020-02-21,Medium
20150,CustFN_149,CustLN_149,customer149@example.com,Chennai,Karnataka,2021-08-27,High
20151,CustFN_150,CustLN_150,customer150@example.com,Pune,Delhi,2023-10-11,Medium
20152,CustFN_151,CustLN_151,customer151@example.com,Kolkata,Tamil Nadu,2021-03-15,Low
20153,CustFN_152,CustLN_152,customer152@example.com,Delhi,Delhi,2021-04-29,High
20154,CustFN_153,CustLN_153,customer153@example.com,Hyderabad,Maharashtra,2020-04-08,Low
20155,CustFN_154,CustLN_154,customer154@example.com,Bengaluru,Maharashtra,2022-07-11,Medium
20156,CustFN_155,CustLN_155,customer155@example.com,Hyderabad,Maharashtra,2023-06-27,High
20157,CustFN_156,CustLN_156,customer156@example.com,Kolkata,West Bengal,2021-06-13,Medium
20158,CustFN_157,CustLN_157,customer157@example.com,Mumbai,Karnataka,2020-12-26,Medium
20159,CustFN_158,CustLN_158,customer158@example.com,Delhi,Maharashtra,2023-12-05,High
20160,CustFN_159,CustLN_159,customer159@example.com,Kolkata,Karnataka,2023-01-22,Low
20161,CustFN_160,CustLN_160,customer160@example.com,Mumbai,Maharashtra,2022-04-30,Low
20162,CustFN_161,CustLN_161,customer161@example.com,Mumbai,West Bengal,2021-04-03,Low
20163,CustFN_162,CustLN_162,customer162@example.com,Chennai,Delhi,2020-11-27,Low
20164,CustFN_163,CustLN_163,customer163@example.com,Pune,Tamil Nadu,2022-12-09,Low
20165,CustFN_164,CustLN_164,customer164@example.com,Chennai,Tamil Nadu,2022-02-21,Medium
20166,CustFN_165,CustLN_165,customer165@example.com,Delhi,Maharashtra,2022-02-19,Medium
20167,CustFN_166,CustLN_166,customer166@example.com,Mumbai,Tamil Nadu,2020-04-20,Low
20168,CustFN_167,CustLN_167,customer167@example.com,Kolkata,Maharashtra,2022-02-07,Medium
20169,CustFN_168,CustLN_168,customer168@example.com,Bengaluru,Maharashtra,2023-05-19,High
20170,CustFN_169,CustLN_169,customer169@example.com,Mumbai,Telangana,2023-11-21,Low
20171,CustFN_170,CustLN_170,customer170@example.com,Kolkata,Telangana,2020-06-09,Low
20172,CustFN_171,CustLN_171,customer171@example.com,Bengaluru,Telangana,2022-08-04,Medium
20173,CustFN_172,CustLN_172,customer172@example.com,Chennai,Karnataka,2022-05-02,Medium
20174,CustFN_173,CustLN_173,customer173@example.com,Chennai,Telangana,2023-08-28,Medium
20175,CustFN_174,CustLN_174,customer174@example.com,Pune,Maharashtra,2023-01-31,Medium
20176,CustFN_175,CustLN_175,customer175@example.com,Kolkata,West Bengal,2023-12-18,Medium
20177,CustFN_176,CustLN_176,customer176@example.com,Mumbai,West Bengal,2023-12-11,Low
20178,CustFN_177,CustLN_177,customer177@example.com,Hyderabad,Delhi,2020-12-04,Medium
20179,CustFN_178,CustLN_178,customer178@example.com,Chennai,Telangana,2022-12-24,High
20180,CustFN_179,CustLN_179,customer179@example.com,Chennai,West Bengal,2022-03-06,Low
20181,CustFN_180,CustLN_180,customer180@example.com,Pune,Telangana,2020-11-17,Medium
20182,CustFN_181,CustLN_181,customer181@example.com,Bengaluru,Delhi,2020-10-19,Low
20183,CustFN_182,CustLN_182,customer182@example.com,Pune,West Bengal,2020-05-01,Medium
20184,CustFN_183,CustLN_183,customer183@example.com,Mumbai,Maharashtra,2023-04-08,Low
20185,CustFN_184,CustLN_184,customer184@example.com,Kolkata,Karnataka,2021-05-01,High
20186,CustFN_185,CustLN_185,customer185@example.com,Delhi,Telangana,2023-07-09,High
20187,CustFN_186,CustLN_186,customer186@example.com,Delhi,West Bengal,2022-07-01,Medium
20188,CustFN_187,CustLN_187,customer187@example.com,Kolkata,West Bengal,2022-10-07,Low
20189,CustFN_188,CustLN_188,customer188@example.com,Bengaluru,Delhi,2021-03-13,Medium
20190,CustFN_189,CustLN_189,customer189@example.com,Chennai,Maharashtra,2021-11-16,Medium
20191,CustFN_190,CustLN_190,customer190@example.com,Bengaluru,Tamil Nadu,2021-09-10,Low
20192,CustFN_191,CustLN_191,customer191@example.com,Chennai,West Bengal,2020-12-19,Medium
20193,CustFN_192,CustLN_192,customer192@example.com,Chennai,Karnataka,2023-06-02,Low
20194,CustFN_193,CustLN_193,customer193@example.com,Delhi,Delhi,2022-07-22,Low
20195,CustFN_194,CustLN_194,customer194@example.com,Bengaluru,West Bengal,2020-02-26,Low
20196,CustFN_195,CustLN_195,customer195@example.com,Pune,West Bengal,2023-05-14,Low
20197,CustFN_196,CustLN_196,customer196@example.com,Chennai,Delhi,2020-06-08,Medium
20198,CustFN_197,CustLN_197,customer197@example.com,Hyderabad,Delhi,2021-08-28,Low
20199,CustFN_198,CustLN_198,customer198@example.com,Hyderabad,Telangana,2022-05-06,Medium
20200,CustFN_199,CustLN_199,customer199@example.com,Pune,West Bengal,2020-01-12,Medium
20201,CustFN_200,CustLN_200,customer200@example.com,Hyderabad,Tamil Nadu,2022-09-06,Medium
20202,CustFN_201,CustLN_201,customer201@example.com,Mumbai,Karnataka,2022-09-16,Medium
20203,CustFN_202,CustLN_202,customer202@example.com,Chennai,Maharashtra,2022-09-05,Medium
20204,CustFN_203,CustLN_203,customer203@example.com,Pune,Maharashtra,2020-09-02,Low
20205,CustFN_204,CustLN_204,customer204@example.com,Bengaluru,Tamil Nadu,2021-01-18,Low
20206,CustFN_205,CustLN_205,customer205@example.com,Chennai,Delhi,2021-01-06,Low
20207,CustFN_206,CustLN_206,customer206@example.com,Pune,Delhi,2023-12-11,Medium
20208,CustFN_207,CustLN_207,customer207@example.com,Delhi,Delhi,2020-04-11,High
20209,CustFN_208,CustLN_208,customer208@example.com,Bengaluru,West Bengal,2021-10-05,Low
20210,CustFN_209,CustLN_209,customer209@example.com,Delhi,Delhi,2023-07-30,Medium
20211,CustFN_210,CustLN_210,customer210@example.com,Chennai,Delhi,2023-02-28,Low
20212,CustFN_211,CustLN_211,customer211@example.com,Bengaluru,West Bengal,2023-05-18,Low
20213,CustFN_212,CustLN_212,customer212@example.com,Hyderabad,West Bengal,2023-12-29,Medium
20214,CustFN_213,CustLN_213,customer213@example.com,Pune,Tamil Nadu,2021-08-03,Medium
20215,CustFN_214,CustLN_214,customer214@example.com,Chennai,Telangana,2021-04-09,High
20216,CustFN_215,CustLN_215,customer215@example.com,Mumbai,West Bengal,2020-02-15,Medium
20217,CustFN_216,CustLN_216,customer216@example.com,Bengaluru,Karnataka,2020-08-13,Medium
20218,CustFN_217,CustLN_217,customer217@example.com,Bengaluru,Delhi,2022-04-23,Low
20219,CustFN_218,CustLN_218,customer218@example.com,Kolkata,Telangana,2020-08-24,High
20220,CustFN_219,CustLN_219,customer219@example.com,Chennai,Maharashtra,2023-01-09,Medium
20221,CustFN_220,CustLN_220,customer220@example.com,Chennai,Tamil Nadu,2020-02-25,Medium
20222,CustFN_221,CustLN_221,customer221@example.com,Delhi,Telangana,2021-01-24,Medium
20223,CustFN_222,CustLN_222,customer222@example.com,Kolkata,West Bengal,2022-11-09,Low
20224,CustFN_223,CustLN_223,customer223@example.com,Hyderabad,Delhi,2021-01-18,High
20225,CustFN_224,CustLN_224,customer224@example.com,Delhi,Delhi,2022-12-29,Low
20226,CustFN_225,CustLN_225,customer225@example.com,Kolkata,Delhi,2024-02-02,Low
20227,CustFN_226,CustLN_226,customer226@example.com,Delhi,Telangana,2023-04-10,Low
20228,CustFN_227,CustLN_227,customer227@example.com,Hyderabad,Delhi,2021-05-27,Medium
20229,CustFN_228,CustLN_228,customer228@example.com,Kolkata,West Bengal,2023-09-12,Medium
20230,CustFN_229,CustLN_229,customer229@example.com,Kolkata,Telangana,2020-03-17,Low
20231,CustFN_230,CustLN_230,customer230@example.com,Mumbai,Delhi,2022-12-23,Low
20232,CustFN_231,CustLN_231,customer231@example.com,Delhi,Maharashtra,2020-02-04,Low
20233,CustFN_232,CustLN_232,customer232@example.com,Delhi,Maharashtra,2020-09-18,Medium
20234,CustFN_233,CustLN_233,customer233@example.com,Bengaluru,Karnataka,2024-01-21,Medium
20235,CustFN_234,CustLN_234,customer234@example.com,Hyderabad,Delhi,2021-06-25,Low
20236,CustFN_235,CustLN_235,customer235@example.com,Pune,Delhi,2023-05-15,High
20237,CustFN_236,CustLN_236,customer236@example.com,Mumbai,Telangana,2021-07-18,High
20238,CustFN_237,CustLN_237,customer237@example.com,Kolkata,Telangana,2023-06-14,High
20239,CustFN_238,CustLN_238,customer238@example.com,Kolkata,Delhi,2023-12-19,Low
20240,CustFN_239,CustLN_239,customer239@example.com,Kolkata,Karnataka,2021-10-15,High
20241,CustFN_240,CustLN_240,customer240@example.com,Mumbai,Delhi,2022-04-19,Medium
20242,CustFN_241,CustLN_241,customer241@example.com,Kolkata,West Bengal,2022-07-31,Medium
20243,CustFN_242,CustLN_242,customer242@example.com,Kolkata,Telangana,2023-11-03,High
20244,CustFN_243,CustLN_243,customer243@example.com,Hyderabad,Delhi,2021-01-20,Low
20245,CustFN_244,CustLN_244,customer244@example.com,Chennai,Telangana,2022-07-05,High
20246,CustFN_245,CustLN_245,customer245@example.com,Chennai,Delhi,2021-05-02,Medium
20247,CustFN_246,CustLN_246,customer246@example.com,Bengaluru,Tamil Nadu,2020-11-21,Medium
20248,CustFN_247,CustLN_247,customer247@example.com,Bengaluru,Telangana,2020-05-07,Medium
20249,CustFN_248,CustLN_248,customer248@example.com,Kolkata,Karnataka,2022-07-20,Medium
20250,CustFN_249,CustLN_249,customer249@example.com,Hyderabad,Tamil Nadu,2023-08-16,Low
20251,CustFN_250,CustLN_250,customer250@example.com,Kolkata,West Bengal,2021-06-11,Low
20252,CustFN_251,CustLN_251,customer251@example.com,Bengaluru,Delhi,2022-04-09,Medium
20253,CustFN_252,CustLN_252,customer252@example.com,Mumbai,West Bengal,2022-08-21,Medium
20254,CustFN_253,CustLN_253,customer253@example.com,Mumbai,Telangana,2021-09-13,Medium
20255,CustFN_254,CustLN_254,customer254@example.com,Pune,Tamil Nadu,2023-09-17,Low
20256,CustFN_255,CustLN_255,customer255@example.com,Chennai,West Bengal,2021-06-28,Medium
20257,CustFN_256,CustLN_256,customer256@example.com,Hyderabad,Karnataka,2020-07-06,High
20258,CustFN_257,CustLN_257,customer257@example.com,Delhi,Telangana,2020-08-04,Low
20259,CustFN_258,CustLN_258,customer258@example.com,Chennai,Tamil Nadu,2023-08-29,Medium
20260,CustFN_259,CustLN_259,customer259@example.com,Delhi,West Bengal,2024-01-22,Medium
20261,CustFN_260,CustLN_260,customer260@example.com,Pune,Tamil Nadu,2021-03-09,Medium
20262,CustFN_261,CustLN_261,customer261@example.com,Pune,Tamil Nadu,2020-08-03,High
20263,CustFN_262,CustLN_262,customer262@example.com,Kolkata,West Bengal,2021-12-24,Low
20264,CustFN_263,CustLN_263,customer263@example.com,Bengaluru,Maharashtra,2022-11-30,Low
20265,CustFN_264,CustLN_264,customer264@example.com,Pune,Delhi,2022-07-07,High
20266,CustFN_265,CustLN_265,customer265@example.com,Pune,Telangana,2023-11-27,Medium
20267,CustFN_266,CustLN_266,customer266@example.com,Delhi,Telangana,2023-05-11,Medium
20268,CustFN_267,CustLN_267,customer267@example.com,Bengaluru,Telangana,2023-07-27,Medium
20269,CustFN_268,CustLN_268,customer268@example.com,Pune,Tamil Nadu,2022-03-23,Medium
20270,CustFN_269,CustLN_269,customer269@example.com,Chennai,West Bengal,2021-05-05,Medium
20271,CustFN_270,CustLN_270,customer270@example.com,Pune,Delhi,2022-11-18,Medium
20272,CustFN_271,CustLN_271,customer271@example.com,Bengaluru,Karnataka,2021-10-20,Medium
20273,CustFN_272,CustLN_272,customer272@example.com,Kolkata,Telangana,2021-03-07,High
20274,CustFN_273,CustLN_273,customer273@example.com,Hyderabad,West Bengal,2020-08-16,Medium
20275,CustFN_274,CustLN_274,customer274@example.com,Bengaluru,Delhi,2022-03-02,Medium
20276,CustFN_275,CustLN_275,customer275@example.com,Delhi,Delhi,2022-06-10,High
20277,CustFN_276,CustLN_276,customer276@example.com,Hyderabad,Maharashtra,2022-05-03,Medium
20278,CustFN_277,CustLN_277,customer277@example.com,Chennai,West Bengal,2020-06-23,Medium
20279,CustFN_278,CustLN_278,customer278@example.com,Mumbai,Telangana,2022-05-04,Low
20280,CustFN_279,CustLN_279,customer279@example.com,Bengaluru,Tamil Nadu,2020-09-09,Medium
20281,CustFN_280,CustLN_280,customer280@example.com,Kolkata,Delhi,2022-09-22,Medium
20282,CustFN_281,CustLN_281,customer281@example.com,Delhi,Delhi,2021-10-06,Medium
20283,CustFN_282,CustLN_282,customer282@example.com,Chennai,Karnataka,2023-06-27,Low
20284,CustFN_283,CustLN_283,customer283@example.com,Hyderabad,Maharashtra,2023-03-13,Low
20285,CustFN_284,CustLN_284,customer284@example.com,Chennai,Delhi,2022-12-22,High
20286,CustFN_285,CustLN_285,customer285@example.com,Bengaluru,Delhi,2022-11-17,Low
20287,CustFN_286,CustLN_286,customer286@example.com,Pune,Tamil Nadu,2022-04-20,Low
20288,CustFN_287,CustLN_287,customer287@example.com,Kolkata,Tamil Nadu,2020-04-01,Medium
20289,CustFN_288,CustLN_288,customer288@example.com,Bengaluru,Karnataka,2022-09-10,Low
20290,CustFN_289,CustLN_289,customer289@example.com,Mumbai,West Bengal,2021-12-01,Medium
20291,CustFN_290,CustLN_290,customer290@example.com,Bengaluru,Karnataka,2021-12-05,High
20292,CustFN_291,CustLN_291,customer291@example.com,Hyderabad,Karnataka,2021-07-22,Low
20293,CustFN_292,CustLN_292,customer292@example.com,Hyderabad,Tamil Nadu,2023-10-25,Low
20294,CustFN_293,CustLN_293,customer293@example.com,Bengaluru,West Bengal,2021-01-09,Medium
